"REF_DATE","GEO","DGUID","North American Product Classification System (NAPCS)","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2018-03","Canada","2016A000011124","Total softwood excluding spruce, pine and fir, stocks","Cubic metres","72","thousands","3","v1061808200","1.27","767.8","","","","1"
"2018-04","Canada","2016A000011124","Total softwood excluding spruce, pine and fir, stocks","Cubic metres","72","thousands","3","v1061808200","1.27","815.6","","","","1"
"2018-05","Canada","2016A000011124","Total softwood excluding spruce, pine and fir, stocks","Cubic metres","72","thousands","3","v1061808200","1.27","847.2","","","","1"
"2018-06","Canada","2016A000011124","Total softwood excluding spruce, pine and fir, stocks","Cubic metres","72","thousands","3","v1061808200","1.27","819.1","","","","1"
"2018-07","Canada","2016A000011124","Total softwood excluding spruce, pine and fir, stocks","Cubic metres","72","thousands","3","v1061808200","1.27","831.2","","","","1"
"2018-08","Canada","2016A000011124","Total softwood excluding spruce, pine and fir, stocks","Cubic metres","72","thousands","3","v1061808200","1.27","882.3","","","","1"
"2018-09","Canada","2016A000011124","Total softwood excluding spruce, pine and fir, stocks","Cubic metres","72","thousands","3","v1061808200","1.27","926.1","","","","1"
"2018-10","Canada","2016A000011124","Total softwood excluding spruce, pine and fir, stocks","Cubic metres","72","thousands","3","v1061808200","1.27","901.2","","","","1"
"2018-11","Canada","2016A000011124","Total softwood excluding spruce, pine and fir, stocks","Cubic metres","72","thousands","3","v1061808200","1.27","949.2","","","","1"
"2018-12","Canada","2016A000011124","Total softwood excluding spruce, pine and fir, stocks","Cubic metres","72","thousands","3","v1061808200","1.27","820.4","","","","1"


